PMID,Sentence
23591699,"These results suggest that, in some instances, associations between urine toxicants and kidney outcomes may be statistical, due to the use of urine creatinine in both exposure and outcome metrics, rather than nephrotoxic."
17376646,"In order to elucidate the feasibility of predicting liver and kidney target-organ toxicity using in vitro cytotoxicity assay, cytotoxicity of selected chemicals, acetaminophen (AAP), mitomycin (MMC), cupric chloride (CuCl2), phenacetin, cadmium chloride (CdCl2) and aristolochic acid (AA), was studied using human hepatoma (Bel-7402) cells and human renal tubular epithelial (HK-2) cells."
11082479,We have previously proposed that the therapeutic effect of transdermal nicotine in Tourette's syndrome may involve nicotinic receptor inactivation resulting from a prolonged continuous exposure to nicotine.
11082479,"In vitro studies with nicotine and preliminary positive experience with mecamylamine (Inversine), a nicotinic receptor antagonist, in the clinical treatment of Tourette's syndrome patients, further supports the receptor inactivation hypothesis."
35577192,An in-situ compatibilized starch (St) and polyacrylonitrile (PAN) composite spinning solution was designed by preparing starch-graft-polyacrylonitrile (St-g-PAN) through graft copolymerizing acrylonitrile from soluble starch and using ammonium cerium nitrate (CAN) as initiator.
35577192,"The results showed that as the grafting ratio ~150.0% and the reacting mixture containing St ~9.8%, St-g-PAN ~81.6%, and homo-PAN ~8.6% in DMSO solution with 6.0 wt% in concentration were used, the spinning parameters such as air gap ~35 mm, coagulation bath concentration ~70%, temperature ~25 °C, and positive stretching ~48%, hot drawing and stretching 6 times at 80 °C, thermal-setting at 90 °C for 3 h under constant length mode were met, composite fibers with breaking strength 3.41 cN·dtex-1, breaking elongation 14.41%, sonic orientation factor 0.625, moisture recovery ratio 10.53% under standard condition (1 atm, 22 °C, and relative humidity 65%), and boiling water shrinkage ratio 9.60% were obtained."
34979189,"Lacking amylose, WHB had higher relative crystallinity, gelatinization temperature, enthalpy, level of scattering intensity and uniformity of orientation of double helices than NHB starch."
35057191,"In fact, regarding the 10% HC composites, Young's modulus of the CM and FDM ones displayed a relative increment of 176% and 224%, respectively."
29709423,"In this review, we will highlight basic and clinical aspects of eight antimuscarinic agents (oxybutynin, propiverine, tolterodine, solifenacin, darifenacin, trospium, imidafenacin, and fesoterodine) clinically used to treat urinary dysfunction in patients with OAB."
22836615,"COPD pharmacotherapy guidelines are based on a combination of long-acting beta2-agonists (LABA), long-acting antimuscarinic agents (LAMA) and methyloxantins."
22836615,"The aim of our study was to assess the impact of indacaterol add-on therapy on lung function, exercise tolerance and quality of life of COPD patients."
22836615,"Thirty four COPD patients, receiving stable bronchodilator therapy were randomly allocated into two arms of add-on treatment (1:1 - indacaterol:placebo) for 3 months."
22836615,"We also found that the degree of desaturation before and after 6MWD, and fatigue levels significantly improved in the indacaterol group."
22836615,We conclude that the add-on therapy with indacaterol exerts positive effects in COPD patients.
3686552,"There is an apparent decrease of twitch amplitude, half contraction time, half relaxation time, twitch duration and fatigue time in control muscle during malathion treatment."
3686552,"However, all these parameters except fatigue time showed an elevatory trend when atropine was given along with malathion revealing its antagonistic action against malathion toxicity."
3686552,All these results indicate that the action of malathion is similar to that of a pharmacologically active myo- and neurotoxic agent.
35246699,"Examine SSRIs' efficacy in treating depression, anxiety, PTSD, and substance use in individuals with addiction."
33324669,"Protein malnutrition is a potential risk factor for senile dementia, although the precise link between protein/amino acid nutrition and cognitive function is unknown."
33324669,"The purpose of this study was to examine the effect of the ingestion of seven selected essential amino acids as a granular powder, namely, leucine, phenylalanine, and lysine supplemented with isoleucine, histidine, valine, and tryptophan on cognitive and psychosocial functions in healthy adults."
33324669,"Analysis of covariance revealed that the 6gIG showed significantly improved cognitive function (Trail Making Test B), social interaction and psychological health scores after ingestion compared to the PCG (multiplicity adjusted p Conclusions: Current findings suggested that ingestion of the seven essential amino acids led to improved attention and cognitive flexibility and psychosocial functioning, which is expected to prevent cognitive decline."
32848886,Dysfunctions of kynurenine pathway of tryptophan metabolism (KPTM) are associated with multiple neuropathologies in vertebrates and invertebrates.
32848886,Drosophila mutants with altered content of kynurenines are model objects for studying the molecular processes of neurodegeneration and senile dementia.
27493766,"Contrary to previous work, the parabasisphenoid does not form the posterior border of the fenestra ovalis in lateral view, but it does bear a dorsal projection that forms the anteroventral half of the fenestra."
24753994,"One emerging strategy is the use of nanostructured forms of drugs, vaccines, traditional animal venoms, herbs, and nutraceutical agents in cancer treatment."
24753994,"The replicated finding of silica, silicon, and nano-silica release from agitation of liquids in glassware adds a proven nonspecific activator and amplifier of immunological effects."
24753994,"Taken together, the nanoparticulate research data and the Banerji Protocols for homeopathic remedies in cancer suggest a way forward for generating advances in cancer treatment with natural product-derived nanomedicines."
34065253,"Multiple logistic regression analysis showed that the odds ratios of sarcopenia for the dietary intake of vitamin E (α-tocopherol, 0.14 (CI 0.04-0.49), β-tocopherol (0.24, CI 0.07-0.78), γ-tocopherol (0.28, CI 0.09-0.87), and fats (fat 0.27, CI 0.08-0.96; monounsaturated fatty acids, 0.22, CI 0.07-0.72, polyunsaturated fatty acids, 0.28, CI 0.09-0.89) at the highest quantile were significantly lower compared with those at the lowest quantile."
34065253,"Therefore, higher dietary intakes of vitamin E and fats would be associated with a lower prevalence of sarcopenia."
29968964,Kidney cancer incidence in African Americans (AA) is higher than among European Americans (EA); reasons for this disparity are not fully known.
29968964,"Inverse associations with RCC risk were observed for α-carotene, β-carotene, lutein zeaxanthin, lycopene, vitamin A, folate, thiamin, vitamin C, α-tocopherol, β-tocopherol, γ-tocopherol, and selenium."
29968964,The increase in RCC risk associated with lower micronutrient intake is similar within AA and EA populations.
32725545,"SARS-CoV-2 mirroring experimental animal brain studies, characterization of time-dependent and region-dependent spreading behaviours of coronaviruses, enlightening of pathological mechanisms after coronavirus infection using long-term animal models and clinical observations of patients having had COVID-19 infection are calling to develop both protective strategies and drug discoveries to avoid early and late coronavirus-induced functional brain disturbances, symptoms and eventually disorders."
26456249,"This study reports the use of biocompatible and biodegradable polymers for the formulation and design of an implantable multipolymeric drug delivery device (MDDD) for the management of AIDS dementia complex (ADC), a debilitating condition affecting the cognitive, motor and behavioral systems in HIV+ individuals."
33105927,Methods: A total of 96 Chinese adults with chronic HCV infection who were treated with SOF/VEL combination ± ribavirin for 12 weeks between July 2018 and February 2020 were selected.
33105927,"Conclusion: SOF/VEL combination ± ribavirin in the treatment of various common genotypes of chronic hepatitis C, compensated cirrhosis, decompensated cirrhosis and hepatocellular carcinoma has higher SVR12 in China, and the tolerance and safety are good."
32343472,DAA-related significant laboratory abnormalities occurred in two patients with >3× elevated bilirubin level in the GLE/PIB group.
33134681,Sebacic acid and the hydroxyl ion (OH-) are competitively attracted to the a(b)-plane of HAp.
33134681,Growth control in the c-axis direction of HAp is necessary for the understanding of crystallization of bone minerals because the mineral inside the collagen fibrils in bone tissue also shows a c-axis orientation.
32262996,"While a preferential orientation of cells in the direction of the pattern lines was observed for all patterns, this effect was more pronounced on the lines with a width of up to 20 μm on both yttria-stabilised zirconia and calcium phosphate ceramics, as compared to wider patterns."
35405255,"Cornus officinalis Sieb. et Zucc., traditional Chinese medicine, has been widely used in the treatment of dementia."
35064518,"The levels of tumor necrosis factor-alpha (TNF-α) and choline acetyl transferase (ChAT) were measured in the brain, and neurons were counted using Cresyl violet staining in cornu ammonis-1 (CA1) and cornu ammonis-3 (CA3) cornu ammonis (CA3)."
35064518,"ICV-STZ significantly shortened PAL latency, increased brain TNF-α levels, decreased brain ChAT activity, and decreased hippocampus neuron number."
35064518,"On the other hand, digoxin significantly reduced all of these STZ-induced deleterious effects."
35064518,"Digoxin significantly rescued rats from memory loss caused by ICV-STZ by decreasing hippocampal cell death, neuroinflammation, and cholinergic deficiency."
35064518,These findings suggest that digoxin may be beneficial in treating cognitive impairment and Alzheimer's disease.
1621023,"The detection rates were fluoxetine, 48.8% (20/41); tricyclics, 5.8% (3/52); RBD, 4.3% (3/70); objectively normal sleepers, 3.3% (1/30); PLM, ST/SW, 0% (0/82)."
1621023,"In addition, a 31-year-old man with obsessive-compulsive disorder developed RBD soon after starting fluoxetine therapy, which persisted at PSG study 19 months after fluoxetine discontinuation."
7443878,Arguments in favour of the relative independence of this type of endogenous affective-phasic psychosis are pointed out and the limited possibility of a condition of a mixture of manic-depressive psychoses are discussed.
12654040,"The effects of high O3 (200 nl l-1 during the light period) and high CO2 (650 &mgr;l l-1 CO2, 24 h a day) alone and in combination were studied on 45-day-old sugar maple (Acer saccharum Marsh.) seedlings for 61 days in growth chambers."
12654040,"In these seedlings large increases (more than 2-fold) in glucose 6-phosphate dehydrogenase (G6PDH, EC 1.1.1.49) activity and in anaplerotic CO2 fixation by phosphoenolpyruvate carboxylase (PEPC, EC 4.1.1.31) were observed, suggesting that an enhanced reducing power and carbon skeleton production was needed for detoxification and repair of oxidative damage."
22568685,"High rates of cigarette smoking occur in cocaine-dependent individuals, reflecting an involvement of nicotinic acetylcholine receptors (nAChRs) in cocaine-elicited behaviour."
29474816,"Furthermore, the possible benefits of coffee drinking must be weighed against potential risks, which are generally due to its high caffeine content, including anxiety, insomnia, headaches, tremulousness, and palpitations."
29474816,"Coffee may also increase risk of fracture in women, and when consumed in pregnancy coffee increases risk for low birth weight and preterm labor."
26321356,"The purpose of the study was to study the associations of tobacco, alcohol, marijuana, and coffee use and insomnia complaints (IC) in adolescents with special consideration of the influence of coffee consumption on these relationships."
26321356,"Hierarchical regression analyses were performed to assess possible effects of coffee consumption on the association of tobacco, alcohol, and marijuana use with IC."
26321356,"After additionally adjusting for other potential confounders (age, gender, socio-economic status, externalizing and internalizing psychiatric problems, media use, bodyweight, medical condition), frequent coffee consumption, high alcohol intake and frequent smoking contributed to the prediction of IC in male subjects while frequent coffee consumption and high alcohol intake predicted the occurrence of IC in females."
19840958,"In neuromuscular disorders, the beta-agonists may enhance muscle strength and are in need of evaluation."
21305742,"Oral lesions of PV are distinct and present as multiple white or yellow pustules with an erythematous base that coalesce and undergo necrosis to form a typical ""snail tracks"" appearance."
8908412,Drug-dependency insomnia is of interest because chronic sleep disturbances can promote depressive symptoms which could lead to a drug relapse.
8908412,Methadone (mu-opioid agonist) produced a marked fragmentation of the sleep architecture with frequent awakenings and a decrease in EEG arousals.
30686791,"Supplementation with Ashitaba powder completely prevented heat-induced impairment in sperm parameters, including densities of motile sperms and progressive sperms (> 25 μm/sec), and amplitude of lateral head displacement."
30686791,Both Ashitaba powder and xanthoangelol elevated the expression of the widely expressed heat shock proteins (HSPs) Hspa1a and Hsp40 and the antioxidant enzyme glutathione synthase in non-stressed testes.
34275113,"Ertapenem, cefepime, imipenem, ofloxacin, ceftazidime, clarithromycin, cefaclor, levofloxacin, linezolid, moxifloxacin, azithromycin, piperacillin-tazobactam, trimethoprim-sulfamethoxazole, metronidazole, ciprofloxacin, and cefuroxime are known to be associated with delirium."
21750641,"The presence of metabolic alkalosis, hypokalemia, hypochloremia, and high renin and aldosterone levels were suggestive of Bartter syndrome and a treatment regimen for Bartter syndrome was started."
21750641,"Based on the presence of parental consanguinity as well as polyuria, proteinuria, low tubular reabsorption of phosphorus, generalized aminoaciduria, light yellow skin and hair color, the probable diagnosis of cystinosis was established and was confirmed by slit-lamp examination of the cornea showing cystine crystal deposition."
7273676,Comparison of these cases with 82 others from the literature showed that ingestion of yellow phosphorus paste often results in clinical findings that are different from those described for acute yellow phosphorus poisoning in current toxicology texts.
7273676,Applying standard diagnostic criteria for yellow phosphorus poisoning to patients who have consumed yellow phosphorus pastes may result in serious diagnostic errors.
35395239,"A2B adenosine receptor (A2BAR) antagonists have therapeutic potential in inflammation-related diseases such as asthma, chronic obstructive pulmonary disease and cancer."
11230802,"In conclusion, we showed that the HIV protease inhibitor ritonavir is a more potent inhibitor of P-glycoprotein than the multidrug resistance (MDR)-reversing agent SDZ PSC 833."
11230802,"The inclusion of this drug in combination regimens may greatly facilitate brain uptake of HIV protease inhibitors, which is especially important in patients suffering from AIDS dementia complex."
30798780,Polycyclic aromatic compounds (PAC) initiate liver neoplasms and polychlorinated biphenyls (PCBs) and DDT compounds are promoters.
24974857,"Tributaries with sediments contaminated with polynuclear aromatic hydrocarbons (PAHs), known to cause liver neoplasia, were frequently targeted."
35585862,"Working dogs are widely used by service professionals and the military for diverse roles that include sentry, patrol, messenger, tracking, search and rescue, law enforcement, apprehension, as well as explosives and narcotics detection."
8572390,The barbiturates and halothane produce similar effects on urethral resistance.
8572390,Urinary retention is less common after a short-acting (lidocaine 5%) than after a long-acting agent (bupivacaine 0.5%).
8572390,The alpha 1 adrenergic receptor blocking agents have been used for treatment of organic or functional urinary retention.
525840,The injection of a parasympatholytic agent shown its effectiveness; heavy morphinic analgesia prevented from cardiac disturbances induced by scleral cryoapplication; retrobulbar block had no effect.
32512618,The severe mortality of fish due to the infection of megalocytivirus caused significant economic losses.
32512618,"This study aimed to develop primary cell culture from spleen as the target organ for propagating megalocytivirus in vitro, which was developed by explant method with enzymatic dissociation."
24389037,A significant correlation between the copy number of phytoplasmas and visual phenotypic rating scores of X-disease resistance in chokecherry plants was observed.
29238359,Chokecherry (Prunus virginiana L.) is a promising model to be used for the plant-phytoplasma interaction due to its documented ability to resist X-disease infection.
11759177,"A double-blind, randomised, placebo-controlled clinical trial was performed to evaluate the efficacy and safety of phospholipid liposomes (Liposom Forte) administered parenterally in the treatment of anxiety and depression linked to the menopause."
11759177,These findings further demonstrate that phospholipid liposomes administered intramuscularly are active against mild anxiety and depressive symptoms in menopausal women.
16913265,Second-generation antihistamines and anticholinergic drugs are well tolerated but have little effect on congestion and therefore are limited in their ability to reduce AR-associated daytime somnolence.
34484270,"High doses of MeSA did not affect aphid orientation in an olfactometer, but lower doses were repellent."
34484270,"Analysis of aphid feeding by Electronic penetration graph (EPG) showed that MeSA exposure resulted in resistance factors in barley plants, including surface factors and induced systemic factors in other tissues including the phloem."
33255529,"Our results suggest that unravelling the possible functional interactions among these three carotenoids would allow for a better orientation of breeding programs, targeting the phytochemical evolution of tomatoes during refrigerated storage."
32244408,The aims of the study were to assess short-term and chronic stress associated with a change in milking system by measuring salivary and hair cortisol levels and to assess the impact on health and production parameters.
32244408,Salivary cortisol showed no diurnal pattern but was affected by lameness and gestation.
32244408,Non-lame cows showed a reduction in salivary cortisol after AMS introduction (p < 0.001).
32244408,"Hair cortisol levels increased after AMS, but it was unclear if this change was seasonal."
32244408,The high lameness and associated cortisol levels suggest that cow stress requires consideration when changing milking systems.
26270563,"Most experimental studies on animal stress physiology have focused on acute stress, while chronic stress, which is also encountered in intensive dairy cattle farming--e.g. in case of lameness--, has received little attention."
25958283,"Hair cortisol has been used to measure chronic stress in dairy cows as it offers the advantage of being noninvasive, fast, and able to indicate levels of cortisol over long periods."
25958283,"The aim of this study was to determine the associations between hair cortisol with clinical disorders, reproductive status, and the development of subclinical endometritis in dairy cows."
25958283,"Furthermore, we aimed to determine the association between hair cortisol concentrations and blood markers associated with metabolic status and acute inflammation."
25958283,"Animals with clinical disease presented higher cortisol concentrations than clinically healthy animals in experiment 1 [geometric mean (95% confidence interval); 8.8 (7.8, 9.9) vs. 10.7 (9.6, 12.0) pg/mg]; however, animals diagnosed with subclinical endometritis in experiment 2 did not differ in hair cortisol concentrations [11.7 (9.8, 14.0), 12.2 (9.3, 15.9), 10.5 (8.1, 13.6) pg/mg for control, END, and END+CLIN, respectively]."
25958283,"In experiment 1, an effect of sample day was noted, where d 21 had higher cortisol concentrations than d 42, 84, and 126, but not from d 0 for both parities."
25958283,Multiparous cows that became pregnant by 100d postpartum had lower concentrations of hair cortisol at d 42 and 84 in milk.
25958283,"Lastly, other biomarkers associated with metabolic status and acute inflammation, such as glucose, β-hydroxybutyrate, haptoglobin, and ceruloplasmin, were not strongly correlated with measurements of cortisol in hair."
32380702,"Th17- and Treg-related cytokines, choline levels and acetylcholinesterase (AChE), butyrylcholinesterase (BuChE) activity were quantified in OSA and control subjects."
32380702,"AChE and nicotinic receptor α 7 subunit (α7nAChR) gene expression and serum levels of choline, AChE and BuChE were lower in OSA patients than in the HC group."
29912850,"Lateral insular metabolite levels were measured and relevant ratios were calculated in OSA patients and healthy individuals, including N-acetyl aspartate/creatine (NAA/Cr), choline/creatine (Cho/Cr), inositol/creatine (Ins/Cr), glutamate compound/creatine (Glx/Cr), N-acetyl aspartate/choline (NAA/Cho), and lactic acid (Lac)."
29912850,"Apnea-Hypopnea Index, the lowest arterial oxygen saturation, and the mean arterial oxygen saturation (MSaO2) values were monitored by polysomnography."
29912850,"NAA/Cr, Glx/Cr, and NAA/Cho values in the insular cortex were significantly decreased, whereas HAMA, HAMD, PSQI, and ESS scores were significantly higher in OSA patients compared with the control participants."
29912850,HAMA and HAMD scores showed a significant negative correlation with the NAA/Cho value in the insular cortex and a positive correlation with PSQI and ESS scores.
27625659,"In this study, 28 putative introgression lines (ILs) were pre-selected according to a series of morphological (leaf shape and color, plant height and branching, curd features, and flower traits) and physiological (black rot/club root resistance) characters."
35386180,Thrombopoietin receptor agonists (TPO-RAs) are highly effective and widely used in the treatment of patients with steroid treatment failure or dependency.
16146720,Calcification (hydroxyapatite) is initiated by injury and is progressed by promoter factors and/or the deficit of inhibitory signals.
16146720,"Three groups were included, a control group, an InsP6 treated group (subjected to calcinosis induction by Vitamin D and nicotine and treated with standard cream with a 2% of InsP6 as potassium salt) and an InsP6 non-treated group (only subjected to calcinosis induction)."
34922615,"However, many cancer cells develop alterations in the ATP binding cassette transporter responsible for the uptake and efflux process, which leads to resistance."
34922615,Studies have shown pro-oxidant effect of carotenoids that promote apoptosis of cancer cells.
34922615,"Bixin and fucoxanthin are well-known carotenoids with known antioxidant properties, however their bioactivity in lung cancer cells, clinically known to develop resistance due to ATP binding cassette transporter, has been minimally studied."
34922615,"This study is the first to investigate the potential of bixin and fucoxanthin to sensitize human lung cancer cell line, A549 and cervical cancer cell line, HeLa, to cisplatin."
34678694,"Our present study demonstrated that administration of Bixin suppressed allergic airway inflammation and reversed glucocorticoids resistance, as well as alleviated airway remodeling and airway hyperresponsiveness (AHR) in asthmatic mice."
34678694,"Above all, our findings reveal that Bixin functions as a potent antagonist of PI3K/Akt signaling to protect against allergic asthma, highlighting a novel strategy for asthma treatment based on natural products."
32875286,"Yellow Fever and smallpox vaccines are excellent benchmarks for primary immune response to viral vaccination and induce long-lived virus-reactive CD8 T-cells, which are present and measurable within 1-4 months of vaccination."
32875286,It would be a public health and general trust-in-medicine nightmare - including a boost to anti-vaccine forces - if immune protection wears off or new disease patterns develop among the immunized.
28217611,"Pyoderma gangrenosum (PG) is a rare disease and that affecting specifically the sole of the foot, is even rarer."
28217611,"Thus, when a patient presents with a rapidly expanding painful ulcer in a vascular limb that is refractory to antibiotic treatment and exacerbating on debridement, it is imperative to consider the possibility of PG."
18980823,"Sertraline is a widely used antidepressant belonging to the selective serotonin reuptake inhibitor class; its efficacy has been demonstrated not only in the treatment of major depression, obsessive compulsive and panic disorders, but also for eating, premenstrual dysphoric and post-traumatic stress disorders."
32098175,"Clinostomum complanatum, a digenean trematode of the Clinostomidae family, is a fish-borne zoonotic parasite responsible for Halzoun syndrome in humans and is transmitted through the consumption of raw or undercooked freshwater fish."
35585919,To investigate morphological and functional alterations within gray matter (GM) in female patients with neuropsychiatric systemic lupus (NPSLE) and to explore their clinical significance.
26466350,"The present study investigated the role of dopamine D2-receptor-linked pathways in the regulation of CYP1A1, CYP1A2 and CYP1B1 that belong to a battery of genes controlled by the Aryl Hydrocarbon Receptor (AhR) and play a crucial role in the metabolism and toxicity of numerous environmental toxicants."
26466350,"The expression of AhR, heat shock protein 90 (HSP90) and AhR nuclear translocator (ARNT) was suppressed by SULP in B[a]P-treated livers, whereas the AhRR expression was increased by the drug suggesting that the SULP-mediated repression of the CYP1 inducibility is due to inactivation of the AhR regulatory system."
26466350,"The present findings indicate that drugs acting as D2-dopamine receptor antagonists can modify several hormone systems that regulate the expression of CYP1A1, CYP1A2 and CYP1B1, and may affect the toxicity and carcinogenicity outcome of numerous toxicants and pre-carcinogenic substances."
28276430,"In addition, a two-step hierarchical linear regression model showed that significant predictors of BTP levels are quinolinic acid, glomerular filtration rate and age."
17489495,"Clean intermittent catheterization was indicated in all cases, with oxibutinin in one of them, with enuresis in all the cases and normal serum creatinine for three years, when discontinued the follow-up."
24490799,The need for multiple administrations and a difficult titration schedule has always represented a limit in the use of dopamine agonists in the treatment of early Parkinson's disease.
24490799,The prolonged release formulation has higher patient compliance due to a simpler and fastest titration schedule; the once-a-day administration makes this molecule especially suitable for young Parkinsonian patients who are still working and having an active lifestyle.
35446120,We recently reported that Shigella flexneri inhibits host pyroptosis by delivering a type III secretion system (T3SS) effector OspC3 that catalyzes a novel arginine ADP-riboxanation modification on caspase-4/11.
35550931,"Iron starvation is used by professional phagocytes, from Dictyostelium to macrophages, as a form of defense mechanism against intracellular pathogens."
35550931,"The Dictyostelium genome does not encode for classical STEAP (Six-Transmembrane Epithelial Antigen of Prostate) ferric reductases, but harbors three genes encoding putative ferric chelate reductase belonging to the Cytochrome b561 family containing a N terminus DOMON domain (DOpamine β-MONooxygenase N-terminal domain)."
26120333,Recent studies have shown that consumption of some fatty acids such as omega-3 fatty acids improves migraine symptoms.
26120333,"The aim of the present study is to assess the association between usual intake of fatty acids such as eicosapentaenoic acid (EPA), docosahexaenoic acid (DHA), and saturated fatty acids (SFA) with the frequency of migraine attacks."
35569818,"In this review, we summarize the current evidence for dyslipidemia-induced cellular senescence during atherosclerosis, with a focus on low-density lipoprotein (LDL) and its modifications, hydrolysate of triglyceride-rich lipoproteins (TRLs), and high-density lipoprotein (HDL), respectively."
3230072,In the unsupplemented group all animals suffered from the vitamin E and Se deficiency syndrome (VESD) in an acute or chronic form.
3930760,"A fatal syndrome characterized by progressive clinical deterioration with unexplained thrombocytopenia, renal dysfunction, cholestasis, and ascites developed in certain infants throughout the United States who had received E-Ferol, an intravenous vitamin E supplement."
3930760,"Prolonged exposure to E-Ferol was associated with progressive intralobular cholestasis, inflammation of hepatic venules, and extensive sinusoidal veno-occlusion by fibrosis."
35580370,"In this systematic review, we aim to offer a comprehensive overview of animal and human studies regarding the impact of CBD on substance use disorders (SUDs)."
32686621,SETX (senataxin) is an RNA/DNA helicase that has been implicated in transcriptional regulation and the DNA damage response through resolution of R-loop structures.
32686621,"Our work has thus identified a novel function for SETX in the regulation of autophagy, whose modulation may have a therapeutic impact for AOA2.Abbreviations: 3'READS: 3' region extraction and deep sequencing; ACTB: actin beta; ALS4: amyotrophic lateral sclerosis type 4; AOA2: ataxia with oculomotor apraxia type 2; APA: alternative polyadenylation; AS: alternative splicing; ATG7: autophagy-related 7; ATP6V0D2: ATPase H+ transporting V0 subunit D2; BAF: bafilomycin A1; BECN1: beclin 1; ChIP: chromatin IP; Chloro: chloroquine; CPT: camptothecin; DDR: DNA damage response; DNMT1: DNA methyltransferase 1; DRIP: DNA/RNA IP; DSBs: double strand breaks; EBs: embryoid bodies; FTD: frontotemporal dementia; GABARAP: GABA type A receptor-associated protein; GO: gene ontology; HR: homologous recombination; HTT: huntingtin; IF: immunofluorescence; IP: immunoprecipitation; iPSCs: induced pluripotent stem cells; KD: knockdown; MAP1LC3/LC3: microtubule associated protein 1 light chain 3; MN: motor neuron; MTORC1: mechanistic target of rapamycin kinase complex 1; PASS: PolyA Site Supporting; PFA: paraformaldehyde; RNAPII: RNA polymerase II; SCA: spinocerebellar ataxia; SETX: senataxin; SMA: spinal muscular atrophy; SMN1: survival of motor neuron 1, telomeric; SQSTM1/p62: sequestosome 1; TFEB: transcription factor EB; TSS: transcription start site; TTS: transcription termination site; ULK1: unc-51 like autophagy activating kinase 1; WB: western blot; WIPI2: WD repeat domain, phosphoinositide interacting 2; XRN2: 5'-3' exoribonuclease 2."
33423844,"Several promising drugs are in the horizon, including the hypoxia-inducible factor stabilizer roxadustat, telomerase inhibitor imetelstat, oral hypomethylating agents (CC-486), TP53 modulators (APR-246 and ALRN-6924), and the anti-CD47 antibody magrolimab."
33423844,"Targeted therapies approved for acute myeloid leukemia treatment, such as isocitrate dehdyrogenase inhibitors and venetoclax, are also being studied for use in MDS."
31353975,Lenalidomide is approved for the treatment of lower-risk patients with del(5q) who are transfusion-dependent.
31353975,"Expert opinion: New therapeutic options for lower-risk patients include thrombopoietin analogues, the TGF-beta family ligand trapping drug Luspatercept, and the telomerase inhibitor Imetelstat."
1975444,"The major theories center around the role of benzodiazepine receptor, noradrenergic and serotonergic dysfunction."
1975444,"The contribution that challenge tests with lactate, hyper- and hypocapnia, beta- and alpha-2-adrenoceptor agonists, peptides, pentylenetetrazol, and caffeine make to our understanding of the biological basis of anxiety and these major theories are described and discussed."
21804794,morphine patient-controlled analgesia (PCA) could improve postoperative analgesia while reducing opioid consumption and opioid-related side effects.
1736753,"We evaluated the effect of clonidine hydrochloride, an alpha 2-adrenergic agonist with REM-suppressant activity, in eight male patients with obstructive sleep apnea."
1736753,Clonidine had no effect on the frequency and duration of non-REM breathing abnormalities.
1736753,"Under clonidine, the level of nocturnal hypoxemia improved in six patients."
1736753,Clonidine transformed the pattern of sleep-disordered breathing during unsuppressed REM in the other two patients from that of repetitive obstructive hypopneas associated with persistent hypoxemia to occlusive apneas and cyclical hypoxemia.
2482096,In this study we have shown that the expression of the conditioned response was blocked by an injection of naltrexone (NTX) at 10 mg/kg ip when given immediately prior to the two test CS odor exposures.
2482096,"Peripheral treatment (ip) with a quaternary form of naltrexone (QNTX), which is a less potent opiate antagonist, at the same dose and at the same time relative to the CS odor reexposure did not block the conditioned response."
2482096,"Because of the inability of the QNTX to block the conditioned response, we hypothesize that the opiate receptors involved in the conditioned response and blocked by NTX were within the central nervous system (CNS)."
2829265,The present experiments assessed whether morphine-conditioned hyperactivity could be attenuated by either the opiate antagonist naloxone or the dopamine antagonist pimozide.
2829265,Both of these antagonists were shown to block the unconditioned hyperactivity induced by 2 mg/kg morphine (Experiment 1).
2829265,"Following several drug-environment pairings, rats displayed a hyperactive conditioned response (CR) when exposed to the environment in the absence of the drug."
2829265,These findings suggest that the unconditioned and conditioned hyperactive responses produced by morphine may involve similar neuropharmacologic substrates.
3038136,Administration of the agonist levorphanol into the medial septal region either preceding or immediately following CS preexposure sessions attenuated latent inhibition of the conditioned response.
26454404,"Factor mixture models differentiated between a high and low scoring class (28% vs. 72%), and between three factors (anger-temperament, anger-reaction, and immediacy of an anger response)."
8887966,The treatment with milnacipran up to 30 mg/kg/day did not modify either the maximum number of [3H]CGP-12177 binding sites (Bmax) or the equilibrium dissociation constant (Kd).
1673473,"The agonist dissociation constants (KA) and relative efficacies of UK-14304, norepinephrine (NE) and clonidine at presynaptic release-modulating alpha-2 adrenoceptors were determined in rat cerebral cortex slices using the irreversible alpha-2 adrenoceptor antagonist N-ethoxycarbonyl-2-ethoxy-1,2-dihydroquinoline (EEDQ) (0.8 mg/kg i.p.) to reduce the receptor pool."
17609680,"A battery of tests assessing motor, cognitive, exploratory, anxiety, and social behaviors was completed during a 10-week period following MDMA administration."
17609680,Citalopram pretreatment blocked MDMA-related reductions in aggressive and exploratory behavior measured in the social interaction and hole-board tests respectively.
17609680,"In contrast, citalopram did not prevent most of the acute effects of MDMA (eg hyperthermia and weight loss), nor did it block the decreased motor activity seen in the binge-treated animals 1 day after dosing."
30848474,"Intracerebroventricular (ICV) infusions of PPA in rodents have been shown to produce behavioral changes similar to those seen in autism spectrum disorders (ASD), including perseveration."
30848474,"After a recovery period of 1 week of no treatment, these animals exhibited normal spatial reversal learning indicating that the behavioral cognitive deficits caused by PPA seem to be reversible."
17662307,X-linked adrenoleukodystrophy is a genetically determined disorder that causes varying degrees of malfunction of the adrenal cortex and central nervous system and is characterized by abnormally high levels of very long chain fatty acid in tissues and body fluids.
35371824,"Early-onset postpartum depression has been shown to have a unique neurobiological basis compared to major depressive disorder, implying a need for targeted treatments such as the recent Food and Drug Administration (FDA)-approved brexanolone."
